,amount_donated,control_number,months_since_origin,donor_age,in_house,urbanicity,ses,cluster_code,home_owner,donor_gender,income_group,published_phone,overlay_source,mor_hit_rate,wealth_rating,median_home_value,median_household_income,pct_owner_occupied,per_capita_income,pct_attribute1,pct_attribute2,pct_attribute3,pct_attribute4,pep_star,recent_star_status,recency_status_96nk,frequency_status_97nk,recent_response_prop,recent_avg_gift_amt,recent_card_response_prop,recent_avg_card_gift_amt,recent_response_count,recent_card_response_count,months_since_last_prom_resp,lifetime_card_prom,lifetime_prom,lifetime_gift_amount,lifetime_gift_count,lifetime_avg_gift_amt,lifetime_gift_range,lifetime_max_gift_amt,lifetime_min_gift_amt,last_gift_amt,card_prom_12,number_prom_12,months_since_last_gift,months_since_first_gift,file_avg_gift,file_card_gift
6102,0.0,61353,17,83.0,0,C,3,32,U,F,1.0,0,B,6,5.0,235,202,74,8268,0,30,13,38,0,0,F,1,0.2,15.0,0.0,0.0,1,0,16.0,5,13,15.0,1,15.0,0.0,15.0,15.0,15.0,4,11,16,16,15.0,0
6103,0.0,61363,77,72.0,0,C,3,31,U,F,2.0,1,B,1,0.0,369,187,30,10475,0,38,41,30,0,0,A,1,0.071,17.0,0.0,0.0,1,0,26.0,14,39,33.0,3,11.0,12.0,17.0,5.0,17.0,4,9,26,66,11.0,1
6104,0.0,61372,41,55.0,0,C,2,27,H,F,4.0,0,B,0,5.0,402,373,88,11296,0,28,29,32,1,0,A,2,0.25,9.0,0.33299999999999996,8.33,5,3,15.0,14,34,62.0,8,7.75,10.0,15.0,5.0,15.0,5,12,15,40,7.75,4
6105,0.0,61380,137,81.0,0,C,3,32,H,F,2.0,1,B,4,5.0,289,185,77,8024,0,30,21,47,1,1,S,3,0.278,6.2,0.28600000000000003,5.0,5,2,15.0,28,61,73.0,14,5.21,7.0,10.0,3.0,10.0,5,12,15,124,5.21,9
6106,0.0,61405,41,36.0,0,C,3,32,H,F,5.0,0,P,0,0.0,346,223,84,8202,0,30,12,62,0,0,A,1,0.125,15.5,0.0,0.0,2,0,18.0,12,32,36.0,3,12.0,15.0,20.0,5.0,20.0,6,12,18,45,12.0,1
6107,0.0,61407,53,68.0,0,C,3,32,H,F,1.0,1,B,1,0.0,243,199,82,9218,0,56,27,38,1,1,S,4,0.28600000000000003,11.67,0.3,10.33,6,3,19.0,17,44,99.0,10,9.9,10.0,15.0,5.0,10.0,6,14,17,52,9.9,4
6108,0.0,61413,17,64.0,0,C,3,30,H,F,5.0,0,B,4,5.0,908,395,96,13970,0,42,18,47,0,0,F,1,0.2,15.0,0.5,15.0,1,1,17.0,3,8,15.0,1,15.0,0.0,15.0,15.0,15.0,2,5,17,17,15.0,1
6109,20.0,61421,65,79.0,0,C,3,32,H,F,5.0,1,B,2,5.0,666,341,74,13897,0,29,46,16,0,0,A,1,0.125,18.5,0.0,0.0,2,0,18.0,14,40,103.0,6,17.17,11.0,21.0,10.0,20.0,4,10,18,63,17.17,1
6110,15.0,61423,89,51.0,0,C,3,32,H,M,4.0,0,P,0,5.0,370,344,84,12692,0,29,46,16,0,0,A,2,0.182,13.0,0.0,0.0,2,0,15.0,13,39,43.0,5,8.6,10.0,15.0,5.0,11.0,5,12,15,80,8.6,1
6111,0.0,61438,29,60.0,0,C,2,28,U,M,5.0,0,M,0,5.0,579,306,74,15029,0,34,26,40,0,0,N,3,0.273,7.33,0.2,5.0,3,1,17.0,9,22,22.0,3,7.33,5.0,10.0,5.0,10.0,6,13,17,24,7.33,1
6112,21.0,61480,29,47.0,0,R,2,44,H,U,5.0,1,B,4,5.0,570,368,90,24073,0,33,12,46,0,0,A,1,0.125,12.5,0.28600000000000003,12.5,2,2,21.0,10,27,25.0,2,12.5,5.0,15.0,10.0,15.0,4,11,21,33,12.5,2
6113,0.0,61483,41,58.0,0,R,2,44,H,M,3.0,1,B,8,5.0,616,363,90,14253,0,29,35,28,1,0,A,3,0.16699999999999998,6.67,0.429,6.67,3,3,16.0,13,37,28.0,5,5.6,7.0,10.0,3.0,5.0,6,14,16,45,5.6,4
6114,7.0,61488,137,76.0,0,R,2,44,H,M,4.0,0,P,0,4.0,682,367,87,14194,0,28,13,42,1,1,S,2,0.316,7.83,0.364,8.0,6,4,24.0,31,77,140.5,26,5.4,8.0,10.0,2.0,10.0,6,13,24,122,5.4,19
6115,0.0,61492,41,41.0,0,T,2,40,H,F,5.0,0,B,0,5.0,661,327,85,14478,0,31,35,25,0,0,A,1,0.105,15.0,0.125,20.0,2,1,24.0,13,32,42.0,4,10.5,15.0,20.0,5.0,20.0,6,11,24,41,10.5,2
6116,0.0,61510,29,60.0,0,C,2,27,U,F,5.0,1,M,0,5.0,593,322,78,15223,0,35,28,36,0,0,N,3,0.33299999999999996,8.0,0.667,8.0,2,2,18.0,7,16,21.0,3,7.0,5.0,10.0,5.0,5.0,5,12,16,23,7.0,2
6117,0.0,61533,29,74.0,0,T,2,39,H,M,5.0,1,B,19,5.0,563,342,90,12845,0,38,30,25,0,0,A,1,0.154,13.0,0.33299999999999996,13.0,2,2,23.0,9,22,26.0,2,13.0,6.0,16.0,10.0,16.0,4,10,23,28,13.0,2
6118,25.0,61536,29,60.0,0,C,3,31,U,M,5.0,0,M,0,5.0,561,363,88,15208,0,17,52,0,0,0,A,1,0.133,12.5,0.16699999999999998,10.0,2,1,18.0,9,23,25.0,2,12.5,5.0,15.0,10.0,15.0,4,10,18,33,12.5,1
6119,0.0,61551,101,77.0,0,C,3,31,U,F,1.0,0,P,0,3.0,445,194,33,9307,1,26,10,31,1,1,S,4,0.263,5.8,0.33299999999999996,5.33,5,3,19.0,23,61,93.0,17,5.47,7.0,10.0,3.0,10.0,6,13,17,93,5.47,6
6120,0.0,61574,41,60.0,0,T,2,39,U,F,5.0,0,M,0,5.0,771,319,83,13535,0,19,34,22,0,0,A,4,0.222,10.75,0.444,10.75,4,4,17.0,14,35,64.0,7,9.14,10.0,15.0,5.0,10.0,6,13,15,41,9.14,5
6121,0.0,61584,77,52.0,0,T,1,35,H,M,5.0,1,B,1,8.0,853,411,92,20680,0,17,48,20,0,0,A,1,0.077,15.0,0.0,0.0,1,0,19.0,16,40,46.0,4,11.5,10.0,15.0,5.0,15.0,4,10,19,72,11.5,2
6122,10.0,61586,89,67.0,0,T,2,38,H,F,4.0,1,B,3,4.0,547,247,47,13661,0,22,32,37,1,0,A,1,0.11800000000000001,15.0,0.0,0.0,2,0,18.0,19,56,101.0,8,12.63,5.0,15.0,10.0,15.0,4,13,18,81,12.63,4
6123,0.0,61598,137,66.0,0,T,1,35,H,M,1.0,1,B,7,8.0,831,416,87,18776,0,26,38,35,1,1,S,3,0.294,12.0,0.556,12.0,5,5,21.0,33,79,335.0,22,15.23,25.0,30.0,5.0,15.0,6,14,21,128,15.23,15
6124,0.0,61601,17,60.0,0,T,1,35,U,F,5.0,1,M,0,5.0,1661,717,99,24152,0,29,45,17,0,0,E,1,0.5,15.0,0.0,0.0,1,0,15.0,3,9,15.0,1,15.0,0.0,15.0,15.0,15.0,2,7,15,15,15.0,0
6125,0.0,61614,41,48.0,0,T,1,35,H,M,5.0,1,B,0,9.0,997,497,97,16178,0,22,50,14,1,0,A,1,0.136,20.0,0.091,20.0,3,1,19.0,17,41,120.0,7,17.14,10.0,20.0,10.0,20.0,6,13,19,44,17.14,3
6126,0.0,61616,65,48.0,0,S,1,14,H,M,7.0,1,B,0,9.0,631,245,49,12663,0,15,70,11,0,0,A,1,0.05,15.0,0.0,0.0,1,0,26.0,17,44,52.0,4,13.0,5.0,15.0,10.0,15.0,4,10,26,56,13.0,1
6127,0.0,61620,77,60.0,0,T,1,35,H,M,5.0,1,B,4,2.0,1247,593,98,22013,0,27,40,24,1,19,A,1,0.105,17.5,0.125,20.0,2,1,18.0,23,69,83.0,9,9.22,17.0,20.0,3.0,15.0,4,13,18,75,9.22,6
6128,0.0,61626,137,60.0,0,T,2,40,H,F,5.0,1,M,11,1.0,790,423,97,15154,0,28,62,21,1,1,S,4,0.308,6.25,0.375,5.67,4,3,21.0,28,66,190.0,30,6.33,6.0,10.0,4.0,6.0,4,7,18,129,6.33,18
6129,0.0,61630,29,60.0,0,R,3,51,U,F,5.0,1,M,0,5.0,377,253,78,10524,0,31,25,45,0,0,N,3,0.273,11.33,0.4,11.0,3,2,18.0,9,22,34.0,3,11.33,2.0,12.0,10.0,12.0,6,13,18,24,11.33,2
6130,0.0,61632,41,60.0,0,R,2,45,U,M,5.0,0,M,0,5.0,483,248,77,9800,0,20,35,41,0,0,A,1,0.11800000000000001,18.5,0.0,0.0,2,0,19.0,13,33,42.0,3,14.0,25.0,30.0,5.0,30.0,6,13,19,44,14.0,1
6131,0.0,61652,17,59.0,0,R,2,49,H,M,2.0,1,B,12,5.0,729,355,90,13504,0,20,44,12,0,0,E,1,0.5,20.0,0.0,0.0,1,0,15.0,4,10,20.0,1,20.0,0.0,20.0,20.0,20.0,3,8,15,15,20.0,0
6132,0.0,61658,29,60.0,0,R,2,49,U,F,5.0,0,M,0,5.0,687,411,94,14059,0,31,35,25,0,0,N,4,0.273,12.67,0.4,15.5,3,2,16.0,9,25,43.0,4,10.75,15.0,20.0,5.0,11.0,6,17,16,24,10.75,2
6133,0.0,61685,137,60.0,0,C,3,30,U,F,5.0,1,M,0,1.0,343,209,49,11682,0,26,11,37,1,1,S,4,0.19,12.5,0.182,10.0,4,2,15.0,33,77,210.0,23,9.13,17.0,20.0,3.0,20.0,6,15,15,126,9.13,11
6134,7.0,61693,41,52.0,0,C,3,30,U,F,1.0,0,B,5,5.0,413,187,85,7933,1,34,40,19,0,0,A,2,0.188,11.0,0.125,15.0,3,1,21.0,13,28,36.0,4,9.0,12.0,15.0,3.0,15.0,6,12,21,41,9.0,2
6135,0.0,61711,17,37.0,0,R,2,49,U,M,5.0,0,P,0,5.0,602,302,73,11818,0,20,34,30,0,0,N,4,0.429,10.67,0.33299999999999996,13.0,3,1,16.0,7,21,44.0,5,8.8,7.0,13.0,6.0,6.0,6,15,15,20,8.8,1
6136,20.0,61745,29,33.0,0,T,2,36,H,M,5.0,1,B,1,5.0,566,315,92,12827,0,52,17,25,0,0,A,1,0.154,17.5,0.0,0.0,2,0,18.0,9,21,35.0,2,17.5,5.0,20.0,15.0,20.0,4,10,18,28,17.5,0
6137,10.0,61750,137,60.0,0,T,2,40,U,U,5.0,0,M,0,8.0,692,382,88,15021,1,31,33,28,1,1,S,3,0.23800000000000002,10.4,0.455,10.4,5,5,16.0,31,76,181.0,22,8.23,9.0,12.0,3.0,10.0,6,14,16,120,8.23,15
6138,0.0,61754,113,60.0,0,R,2,49,U,M,2.0,0,P,0,5.0,516,292,79,11848,0,29,38,31,0,0,A,2,0.2,10.5,0.2,10.0,4,2,15.0,25,61,91.0,13,7.0,10.0,12.0,2.0,10.0,5,12,15,113,7.0,4
6139,0.0,61762,53,57.0,0,T,3,41,H,F,3.0,1,B,5,1.0,410,205,50,9484,0,24,36,17,1,11,A,1,0.055999999999999994,20.0,0.111,20.0,1,1,17.0,16,40,42.0,5,8.4,15.0,20.0,5.0,20.0,6,13,17,53,8.4,4
6140,0.0,61772,137,60.0,0,T,3,41,U,U,5.0,0,M,0,5.0,410,205,50,9484,0,24,36,17,1,0,A,1,0.111,7.5,0.125,5.0,2,1,15.0,29,65,66.0,18,3.67,8.0,10.0,2.0,10.0,5,12,15,122,3.67,9
6141,0.0,61776,17,67.0,0,R,2,43,H,M,1.0,0,P,0,5.0,701,333,83,12342,0,27,12,46,0,0,F,1,0.2,15.0,0.5,15.0,1,1,16.0,5,13,15.0,1,15.0,0.0,15.0,15.0,15.0,4,11,16,16,15.0,1
6142,0.0,61786,89,60.0,0,R,2,46,U,F,5.0,0,M,0,7.0,727,288,81,16325,0,47,28,36,0,0,A,4,0.353,15.0,0.5,15.0,6,5,19.0,16,41,152.0,12,12.67,15.0,20.0,5.0,10.0,4,8,18,86,12.67,7
6143,0.0,61791,137,62.0,0,R,2,49,U,M,3.0,1,M,18,6.0,612,327,85,11200,0,15,37,22,1,1,S,2,0.14300000000000002,20.67,0.2,23.5,3,2,21.0,31,68,189.0,18,10.5,27.0,32.0,5.0,32.0,6,13,21,129,10.5,8
6144,5.0,61805,137,60.0,0,R,2,45,U,F,5.0,0,M,0,3.0,428,253,72,10747,0,33,23,43,1,1,S,4,0.33299999999999996,3.17,0.5,3.0,6,4,18.0,23,55,42.0,16,2.63,4.0,5.0,1.0,5.0,6,13,18,117,2.63,8
6145,25.0,61808,17,48.0,0,T,2,40,H,M,7.0,1,B,1,5.0,809,385,71,14699,0,25,52,26,0,0,F,1,0.16699999999999998,20.0,0.0,0.0,1,0,20.0,5,15,20.0,1,20.0,0.0,20.0,20.0,20.0,4,10,20,20,20.0,0
6146,0.0,61855,89,84.0,0,C,2,27,U,M,5.0,1,M,0,7.0,486,349,94,16631,0,24,25,45,0,0,A,3,0.095,22.5,0.1,25.0,2,1,18.0,22,57,131.0,9,14.56,20.0,25.0,5.0,25.0,6,14,18,81,14.56,4
6147,0.0,61867,89,61.0,0,C,1,24,H,F,4.0,1,B,2,7.0,571,364,91,12818,0,41,40,41,0,0,A,1,0.111,22.0,0.125,22.0,2,1,16.0,16,37,74.0,6,12.33,17.0,22.0,5.0,22.0,5,12,16,79,12.33,3
6148,0.0,61874,137,62.0,0,C,2,27,H,F,2.0,1,B,17,5.0,369,258,53,11925,0,24,38,27,1,0,A,1,0.23800000000000002,16.2,0.273,10.0,5,3,19.0,32,75,166.0,12,13.83,20.0,30.0,10.0,21.0,6,13,19,124,13.83,9
6149,0.0,61901,113,71.0,0,R,2,44,U,F,1.0,1,B,4,7.0,717,384,95,14291,0,37,24,30,1,0,A,2,0.053,20.0,0.0,0.0,1,0,22.0,28,71,150.0,15,10.0,15.0,20.0,5.0,15.0,6,15,18,113,10.0,5
6150,0.0,61908,17,60.0,0,S,2,17,U,F,5.0,0,M,0,5.0,392,245,72,11692,1,30,19,43,0,0,F,1,0.14300000000000002,20.0,0.33299999999999996,20.0,1,1,21.0,6,15,20.0,1,20.0,0.0,20.0,20.0,20.0,4,10,21,21,20.0,1
6151,0.0,61911,29,31.0,0,C,3,32,U,F,1.0,1,B,3,5.0,281,200,62,9954,0,44,32,28,0,0,N,1,0.083,15.0,0.0,0.0,1,0,25.0,7,17,15.0,1,15.0,0.0,15.0,15.0,15.0,3,8,25,25,15.0,0
6152,0.0,61922,65,60.0,0,R,2,44,H,F,3.0,1,M,1,7.0,596,361,88,13078,0,39,25,46,0,0,A,2,0.17600000000000002,13.67,0.25,13.0,3,2,18.0,19,48,69.0,7,9.86,10.0,15.0,5.0,15.0,6,13,18,63,9.86,4
6153,0.0,61923,77,72.0,0,S,3,21,H,M,5.0,1,B,17,4.0,361,267,86,12976,0,28,14,63,1,4,A,1,0.111,14.0,0.0,0.0,2,0,21.0,18,48,68.0,6,11.33,10.0,15.0,5.0,15.0,5,11,21,68,11.33,2
6154,20.0,61933,29,60.0,0,C,2,27,H,M,5.0,1,B,1,5.0,534,292,95,13534,0,44,26,42,0,0,A,1,0.154,20.0,0.16699999999999998,20.0,2,1,19.0,9,22,40.0,2,20.0,0.0,20.0,20.0,20.0,4,10,19,29,20.0,1
6155,0.0,61941,29,32.0,0,S,2,16,H,M,5.0,1,B,1,5.0,574,381,95,14809,0,27,29,40,0,0,A,1,0.111,25.0,0.25,25.0,2,2,22.0,12,29,50.0,2,25.0,0.0,25.0,25.0,25.0,6,12,22,33,25.0,2
6156,0.0,61953,17,60.0,0,T,2,36,U,F,5.0,0,M,0,5.0,867,344,91,13908,0,21,51,19,0,0,N,2,0.125,5.0,0.25,5.0,1,1,21.0,8,19,20.0,2,10.0,10.0,15.0,5.0,15.0,6,13,17,21,10.0,1
6157,0.0,61955,29,45.0,0,T,2,36,H,F,7.0,0,P,0,5.0,595,292,72,12583,0,39,28,44,0,0,N,1,0.1,20.0,0.25,20.0,1,1,24.0,6,16,20.0,1,20.0,0.0,20.0,20.0,20.0,3,8,24,24,20.0,1
6158,25.0,61962,53,60.0,0,T,2,40,U,F,5.0,1,M,0,7.0,970,314,85,15281,0,29,31,35,1,1,S,2,0.19,15.25,0.273,15.33,4,3,25.0,19,45,152.0,12,12.67,11.0,16.0,5.0,16.0,6,13,25,52,12.67,6
6159,0.0,61969,113,68.0,0,T,2,40,H,M,4.0,1,B,8,9.0,879,432,90,15546,8,32,11,23,1,1,S,3,0.15,13.0,0.111,12.0,3,1,19.0,29,76,206.0,23,8.96,12.0,15.0,3.0,10.0,6,14,18,111,8.96,10
6160,0.0,61972,137,84.0,0,R,2,49,U,F,5.0,0,M,0,3.0,970,314,85,15281,0,27,29,23,0,0,A,1,0.1,15.0,0.111,16.0,2,1,20.0,31,67,91.0,10,9.1,11.0,16.0,5.0,16.0,6,13,20,125,9.1,6
6161,0.0,61975,29,60.0,0,R,2,44,U,M,5.0,0,M,0,5.0,526,364,90,12628,0,25,29,23,0,0,N,3,0.3,7.67,0.4,8.0,3,2,17.0,9,20,23.0,3,7.67,6.0,11.0,5.0,11.0,6,12,17,24,7.67,2
6162,0.0,61988,77,57.0,0,R,2,49,H,M,3.0,0,P,0,5.0,518,294,69,12992,0,31,35,44,1,0,A,1,0.053,25.0,0.0,0.0,1,0,18.0,21,53,70.0,5,14.0,20.0,25.0,5.0,25.0,6,13,18,73,14.0,2
6163,0.0,61989,137,60.0,0,R,2,44,U,F,5.0,0,M,0,5.0,671,375,90,12761,0,27,38,30,1,1,S,2,0.158,8.67,0.125,5.0,3,1,18.0,29,70,106.0,17,6.24,8.0,11.0,3.0,10.0,6,14,18,125,6.24,9
6164,0.0,61997,29,60.0,0,T,2,36,U,F,5.0,1,M,0,5.0,497,303,51,15404,2,40,19,41,1,0,N,4,0.33299999999999996,7.75,0.6,6.67,4,3,16.0,9,23,31.0,4,7.75,6.0,11.0,5.0,8.0,6,14,16,24,7.75,3
6165,0.0,62026,29,51.0,0,R,2,44,H,M,5.0,0,P,0,5.0,663,371,91,12504,0,23,40,34,0,0,A,1,0.154,15.0,0.16699999999999998,20.0,2,1,21.0,7,20,30.0,2,15.0,10.0,20.0,10.0,20.0,2,6,21,32,15.0,1
6166,0.0,62046,17,28.0,0,T,2,36,H,M,3.0,0,B,2,5.0,746,435,90,15398,0,34,24,31,0,0,F,1,0.2,25.0,0.5,25.0,1,1,17.0,6,14,25.0,1,25.0,0.0,25.0,25.0,25.0,5,11,17,17,25.0,1
6167,7.0,62056,113,51.0,0,R,2,44,U,M,5.0,1,M,2,5.0,610,319,89,11815,1,19,26,25,1,1,S,3,0.2,7.0,0.33299999999999996,7.0,3,2,17.0,25,65,74.0,16,4.63,4.0,7.0,3.0,7.0,5,12,17,113,4.63,10
6168,0.0,62063,29,25.0,0,R,2,46,H,M,3.0,0,B,0,5.0,676,263,85,10994,1,36,26,51,1,0,A,4,0.267,5.0,0.28600000000000003,5.0,4,2,17.0,11,28,31.0,6,5.17,1.0,6.0,5.0,5.0,6,12,17,31,5.17,2
6169,0.0,62065,41,60.0,0,R,2,46,U,F,2.0,1,P,0,5.0,397,143,36,9520,0,32,29,38,1,1,S,4,0.263,6.0,0.33299999999999996,6.0,5,3,19.0,12,28,44.0,8,5.5,3.0,6.0,3.0,6.0,4,8,17,40,5.5,3
6170,0.0,62083,89,49.0,0,R,2,49,H,M,2.0,1,B,24,6.0,725,393,86,13811,0,29,34,28,1,0,A,1,0.095,17.0,0.0,0.0,2,0,17.0,24,59,88.0,8,11.0,13.0,18.0,5.0,18.0,6,14,17,88,11.0,4
6171,20.0,62084,65,60.0,0,R,2,49,U,M,2.0,1,B,1,2.0,522,280,81,10311,0,22,29,33,1,1,S,2,0.095,14.5,0.1,15.0,2,1,18.0,22,58,161.0,12,13.42,10.0,20.0,10.0,14.0,6,14,18,65,13.42,7
6172,0.0,62094,17,76.0,0,T,3,41,H,F,1.0,1,B,0,5.0,264,222,51,8065,0,18,37,19,0,0,F,1,0.2,15.0,0.5,15.0,1,1,17.0,5,13,15.0,1,15.0,0.0,15.0,15.0,15.0,4,10,17,17,15.0,1
6173,0.0,62107,17,27.0,0,T,2,40,H,F,7.0,1,B,0,5.0,708,340,88,15754,0,41,29,35,0,0,F,1,0.2,15.0,0.5,15.0,1,1,16.0,5,13,15.0,1,15.0,0.0,15.0,15.0,15.0,4,11,16,16,15.0,1
6174,0.0,62111,41,74.0,0,T,3,41,U,F,1.0,1,B,1,5.0,446,262,78,10626,0,26,10,34,1,0,A,3,0.263,9.8,0.222,6.0,5,2,18.0,14,31,54.0,6,9.0,15.0,20.0,5.0,20.0,6,13,18,39,9.0,2
6175,0.0,62115,101,67.0,0,T,2,36,U,M,1.0,1,B,3,5.0,484,251,64,10717,1,31,31,48,1,1,S,3,0.2,9.75,0.111,10.0,4,1,16.0,27,68,114.0,17,6.71,8.0,11.0,3.0,10.0,6,14,16,105,6.71,10
6176,0.0,62117,125,37.0,0,T,2,40,H,F,4.0,1,B,0,3.0,484,251,64,10717,0,33,36,34,1,4,A,1,0.105,11.5,0.111,12.0,2,1,26.0,26,63,107.0,14,7.64,9.0,12.0,3.0,11.0,4,9,26,125,7.64,8
6177,0.0,62118,137,56.0,0,T,2,38,U,M,5.0,0,M,0,4.0,578,221,50,10622,0,31,13,38,1,5,A,1,0.095,16.0,0.1,15.0,2,1,26.0,30,73,151.0,14,10.79,12.0,17.0,5.0,17.0,5,11,26,126,10.79,10
6178,0.0,62119,137,83.0,0,T,2,39,U,F,2.0,1,B,2,5.0,416,290,86,9775,0,28,35,33,1,1,S,2,0.111,20.0,0.125,20.0,2,1,16.0,31,73,135.0,15,9.0,17.0,20.0,3.0,20.0,6,12,16,127,9.0,9
6179,0.0,62133,29,55.0,0,R,2,49,U,M,3.0,1,B,0,5.0,552,304,82,11205,0,27,31,38,0,0,N,2,0.28600000000000003,17.5,0.33299999999999996,10.0,2,1,15.0,7,19,35.0,2,17.5,15.0,25.0,10.0,25.0,5,14,15,23,17.5,1
6180,0.0,62135,101,52.0,0,R,2,43,H,M,4.0,1,B,2,4.0,489,262,68,12081,0,29,23,30,0,0,A,1,0.1,23.5,0.2,23.5,2,2,22.0,23,53,119.0,8,14.88,16.0,26.0,10.0,26.0,6,12,22,92,14.88,5
6181,0.0,62136,101,65.0,0,R,2,49,H,F,7.0,1,B,5,6.0,489,262,68,12081,0,37,42,28,1,0,A,1,0.125,20.0,0.0,0.0,2,0,19.0,17,47,118.0,9,13.11,15.0,20.0,5.0,20.0,4,8,19,93,13.11,4
6182,0.0,62152,137,73.0,0,R,2,44,H,M,4.0,0,B,1,7.0,874,427,78,15810,0,29,47,25,1,1,S,3,0.21100000000000002,10.5,0.222,11.0,4,2,18.0,30,76,132.0,16,8.25,7.0,12.0,5.0,10.0,6,16,18,130,8.25,12
6183,0.0,62165,17,45.0,0,R,2,49,H,F,5.0,1,B,25,5.0,592,326,79,12900,1,31,42,31,0,0,F,1,0.14300000000000002,25.0,0.33299999999999996,25.0,1,1,21.0,7,16,25.0,1,25.0,0.0,25.0,25.0,25.0,5,11,21,21,25.0,1
6184,0.0,62166,29,68.0,0,R,2,44,H,M,6.0,1,B,1,5.0,681,364,87,14941,0,22,53,7,0,0,A,2,0.14300000000000002,14.0,0.16699999999999998,15.0,2,1,21.0,10,27,34.0,3,11.33,9.0,15.0,6.0,6.0,5,12,18,32,11.33,1
6185,0.0,62171,137,43.0,0,R,2,49,U,U,5.0,0,M,0,5.0,493,324,80,11164,0,29,27,32,1,3,A,1,0.136,20.0,0.091,20.0,3,1,25.0,30,67,166.0,10,16.6,25.0,30.0,5.0,20.0,6,11,25,127,16.6,6
6186,0.0,62180,29,60.0,0,R,2,44,H,F,5.0,0,B,0,5.0,975,301,9,17572,0,23,46,27,0,0,A,1,0.125,10.0,0.14300000000000002,5.0,2,1,26.0,10,24,20.0,2,10.0,10.0,15.0,5.0,15.0,4,10,26,32,10.0,1
6187,0.0,62202,29,69.0,0,C,3,31,U,F,1.0,0,B,2,5.0,294,244,75,9826,0,37,14,59,0,0,N,1,0.091,50.0,0.2,50.0,1,1,23.0,9,21,50.0,1,50.0,0.0,50.0,50.0,50.0,6,12,23,23,50.0,1
6188,0.0,62209,137,37.0,0,C,3,30,U,F,1.0,1,P,0,9.0,292,204,87,9123,0,28,62,0,1,1,S,3,0.28600000000000003,7.33,0.3,7.0,6,3,19.0,32,80,187.0,23,8.13,7.0,12.0,5.0,9.0,5,11,19,112,8.13,13
6189,0.0,62225,29,37.0,0,T,1,35,H,F,5.0,1,B,1,5.0,971,557,96,21572,0,29,52,22,0,0,A,1,0.2,12.33,0.375,12.33,3,3,23.0,10,21,37.0,3,12.33,5.0,15.0,10.0,15.0,3,5,23,33,12.33,3
6190,19.0,62232,53,55.0,0,T,1,34,H,F,4.0,1,B,11,9.0,1097,485,67,21132,0,26,24,27,0,0,A,3,0.158,17.0,0.125,20.0,3,1,16.0,16,39,73.0,5,14.6,10.0,20.0,10.0,17.0,5,12,16,51,14.6,2
6191,0.0,62238,113,60.0,0,T,1,35,H,M,3.0,1,B,13,9.0,1041,550,96,26796,0,46,36,33,1,1,S,4,0.21100000000000002,4.75,0.33299999999999996,4.67,4,3,21.0,27,71,74.0,21,3.52,4.0,6.0,2.0,5.0,5,12,20,104,3.52,12
6192,0.0,62239,101,57.0,0,T,1,35,H,M,5.0,0,B,3,9.0,194,151,23,11378,3,43,4,56,1,1,S,3,0.21100000000000002,13.75,0.3,13.33,4,3,21.0,28,72,194.0,18,10.78,11.0,15.0,4.0,15.0,6,13,21,105,10.78,9
6193,0.0,62240,113,45.0,0,S,1,11,H,F,6.0,0,P,0,7.0,919,342,40,20191,2,25,8,50,1,3,A,1,0.21100000000000002,12.5,0.273,13.0,4,3,21.0,30,68,172.0,17,10.12,12.0,15.0,3.0,15.0,6,12,21,113,10.12,12
6194,0.0,62247,29,52.0,0,C,2,27,H,F,3.0,1,B,13,5.0,535,323,86,14337,2,27,44,29,1,0,N,3,0.3,7.33,0.5,6.0,3,2,16.0,8,21,22.0,3,7.33,5.0,10.0,5.0,10.0,5,12,16,24,7.33,2
6195,0.0,62249,29,29.0,0,C,3,31,U,F,3.0,1,B,2,5.0,496,148,11,9451,1,32,13,65,0,0,A,1,0.16699999999999998,10.0,0.2,15.0,2,1,23.0,7,17,20.0,2,10.0,10.0,15.0,5.0,15.0,3,8,23,28,10.0,1
6196,0.0,62265,137,76.0,0,C,2,27,H,M,5.0,1,B,7,7.0,535,312,89,15928,0,36,15,39,1,1,S,2,0.182,19.0,0.091,20.0,4,1,18.0,32,75,184.0,17,10.82,23.0,25.0,2.0,25.0,6,13,18,128,10.82,9
6197,0.0,62270,29,71.0,0,C,3,32,H,F,5.0,0,P,0,5.0,233,224,65,7237,0,31,20,14,0,0,A,1,0.14300000000000002,12.5,0.0,0.0,2,0,26.0,9,22,25.0,2,12.5,5.0,15.0,10.0,15.0,4,9,26,30,12.5,0
6198,0.0,62275,89,60.0,0,S,3,21,U,M,5.0,0,M,0,7.0,495,254,67,10702,1,23,50,25,1,0,A,1,0.105,22.5,0.2,22.5,2,2,25.0,23,57,130.0,8,16.25,20.0,25.0,5.0,25.0,6,14,25,79,16.25,6
6199,0.0,62279,137,83.0,0,C,3,32,U,F,5.0,0,M,0,0.0,549,275,45,13286,1,25,35,22,0,0,A,2,0.158,20.67,0.111,20.0,3,1,18.0,31,70,202.0,11,18.36,15.0,25.0,10.0,22.0,6,14,18,123,18.36,6
6200,0.0,62281,29,60.0,0,C,2,27,U,F,2.0,1,P,0,5.0,493,373,84,13116,0,26,25,17,0,0,N,2,0.28600000000000003,17.5,0.4,17.5,2,2,18.0,9,16,35.0,2,17.5,5.0,20.0,15.0,15.0,6,13,18,22,17.5,2
